bins,aff
9,3.1389339402569236
9,3.1061908972634154
10,3.0835026198302673
10,3.0644579892269186
9,3.049605612594973
9,2.9508514588885464
10,2.9434945159061026
9,2.932980821923198
10,2.864511081058392
9,2.8506462351830666
9,2.8394780473741985
9,2.835056101720116
9,2.8095597146352675
10,2.782472624166286
10,2.761927838420529
9,2.73559889969818
10,2.7126497016272113
6,2.709269960975831
9,2.6910814921229687
10,2.681241237375587
9,2.667452952889954
6,2.656098202012832
10,2.640481436970422
9,2.6334684555795866
9,2.6232492903979003
9,2.606381365110605
10,2.575187844927661
9,2.574031267727719
9,2.5705429398818973
10,2.568201724066995
10,2.5538830266438746
9,2.5390760987927767
8,2.534026106056135
10,2.5327543789924976
10,2.531478917042255
9,2.526339277389844
10,2.5185139398778875
9,2.499687082618404
10,2.496929648073215
9,2.4955443375464483
10,2.4927603890268375
10,2.482873583608754
5,2.482873583608754
10,2.482873583608754
9,2.478566495593843
9,2.469822015978163
7,2.4668676203541096
10,2.4608978427565478
9,2.4608978427565478
10,2.4578818967339924
8,2.456366033129043
9,2.45178643552429
9,2.44870631990508
10,2.4424797690644486
8,2.4424797690644486
9,2.439332693830263
10,2.437750562820388
6,2.432969290874406
9,2.429752280002408
10,2.424881636631067
9,2.423245873936808
10,2.4216039268698313
9,2.4216039268698313
9,2.3979400086720375
10,2.3961993470957363
10,2.380211241711606
9,2.3654879848909
9,2.359835482339888
8,2.3502480183341627
10,2.3502480183341627
9,2.3483048630481607
10,2.3483048630481607
10,2.3404441148401185
10,2.3344537511509307
10,2.3242824552976926
9,2.3242824552976926
10,2.320146286111054
9,2.3180633349627615
9,2.305351369446624
8,2.305351369446624
10,2.305351369446624
8,2.298853076409707
9,2.298853076409707
8,2.292256071356476
10,2.2833012287035497
10,2.278753600952829
10,2.27415784926368
6,2.2648178230095364
10,2.2648178230095364
7,2.2624510897304293
10,2.2600713879850747
9,2.2576785748691846
9,2.255272505103306
10,2.255272505103306
10,2.2479732663618064
10,2.2479732663618064
8,2.24551266781415
9,2.230448921378274
9,2.2278867046136734
9,2.2174839442139063
10,2.214843848047698
9,2.214843848047698
9,2.2095150145426308
9,2.2095150145426308
9,2.2068258760318495
9,2.2068258760318495
10,2.204119982655925
9,2.2013971243204513
9,2.2013971243204513
10,2.2013971243204513
9,2.2013971243204513
9,2.1986570869544226
10,2.1903316981702914
8,2.187520720836463
9,2.187520720836463
10,2.184691430817599
9,2.1818435879447726
10,2.1760912590556813
9,2.1702617153949575
8,2.167317334748176
10,2.167317334748176
9,2.164352855784437
10,2.161368002234975
9,2.1583624920952498
10,2.1583624920952498
10,2.146128035678238
9,2.146128035678238
9,2.143014800254095
9,2.1398790864012365
9,2.1398790864012365
6,2.1335389083702174
9,2.1335389083702174
9,2.1335389083702174
9,2.130333768495006
9,2.130333768495006
7,2.123851640967086
5,2.12057393120585
