bins,aff
10,2.292256071356476
9,2.2174839442139063
10,2.0492180226701815
9,1.9444826721501687
9,1.9344984512435677
10,1.919078092376074
8,1.8195439355418688
9,1.806179973983887
10,1.7853298350107671
9,1.7634279935629373
8,1.7558748556724915
10,1.7558748556724915
8,1.7558748556724915
10,1.7481880270062005
10,1.7481880270062005
10,1.7323937598229686
10,1.7323937598229686
8,1.7242758696007892
9,1.6989700043360187
10,1.6901960800285136
10,1.6901960800285136
10,1.6812412373755872
10,1.6720978579357175
9,1.6720978579357175
9,1.662757831681574
10,1.6532125137753437
10,1.6532125137753437
9,1.6434526764861874
10,1.6434526764861874
10,1.6334684555795866
10,1.6334684555795866
9,1.6232492903979006
10,1.6232492903979006
10,1.6232492903979006
9,1.6232492903979006
10,1.6127838567197355
10,1.6127838567197355
9,1.6127838567197355
10,1.6127838567197355
10,1.6020599913279625
8,1.6020599913279625
10,1.6020599913279625
10,1.6020599913279625
10,1.6020599913279625
9,1.591064607026499
9,1.591064607026499
10,1.591064607026499
10,1.591064607026499
9,1.591064607026499
10,1.591064607026499
10,1.5797835966168101
10,1.5797835966168101
10,1.5797835966168101
10,1.5797835966168101
9,1.568201724066995
10,1.568201724066995
10,1.568201724066995
10,1.568201724066995
10,1.568201724066995
9,1.5563025007672873
10,1.5563025007672873
10,1.5563025007672873
10,1.5563025007672873
10,1.5563025007672873
10,1.5563025007672873
10,1.5563025007672873
9,1.5563025007672873
10,1.5440680443502757
10,1.5440680443502757
10,1.5440680443502757
10,1.5440680443502757
10,1.5440680443502757
10,1.5440680443502757
10,1.5314789170422551
10,1.5314789170422551
9,1.5314789170422551
10,1.5314789170422551
9,1.5314789170422551
10,1.5185139398778875
10,1.5185139398778875
10,1.5185139398778875
10,1.5185139398778875
10,1.5185139398778875
9,1.505149978319906
10,1.505149978319906
10,1.505149978319906
9,1.505149978319906
10,1.505149978319906
10,1.505149978319906
10,1.505149978319906
10,1.505149978319906
10,1.505149978319906
10,1.505149978319906
10,1.505149978319906
10,1.4913616938342726
10,1.4913616938342726
10,1.4913616938342726
9,1.4913616938342726
10,1.4913616938342726
10,1.4913616938342726
10,1.4913616938342726
10,1.4913616938342726
10,1.4913616938342726
9,1.4913616938342726
10,1.4913616938342726
10,1.4771212547196624
9,1.4771212547196624
9,1.4771212547196624
10,1.4771212547196624
10,1.462397997898956
10,1.462397997898956
10,1.462397997898956
10,1.462397997898956
10,1.462397997898956
10,1.462397997898956
10,1.462397997898956
10,1.462397997898956
10,1.462397997898956
10,1.462397997898956
10,1.4471580313422192
10,1.4471580313422192
10,1.4471580313422192
10,1.4471580313422192
10,1.4313637641589874
10,1.4313637641589874
10,1.4313637641589874
10,1.4313637641589874
10,1.4313637641589874
10,1.4313637641589874
10,1.414973347970818
10,1.414973347970818
10,1.414973347970818
9,1.414973347970818
10,1.414973347970818
10,1.414973347970818
10,1.414973347970818
10,1.414973347970818
9,1.414973347970818
10,1.414973347970818
10,1.414973347970818
10,1.414973347970818
10,1.414973347970818
9,1.3979400086720377
9,1.3979400086720377
10,1.3979400086720377
10,1.3979400086720377
10,1.3979400086720377
9,1.3979400086720377
9,1.3979400086720377
9,1.3979400086720377
10,1.3979400086720377
10,1.380211241711606
10,1.380211241711606
9,1.380211241711606
8,1.380211241711606
10,1.380211241711606
9,1.380211241711606
9,1.380211241711606
7,1.380211241711606
10,1.380211241711606
8,1.380211241711606
10,1.380211241711606
10,1.380211241711606
10,1.380211241711606
9,1.380211241711606
10,1.380211241711606
10,1.380211241711606
10,1.380211241711606
10,1.380211241711606
10,1.380211241711606
9,1.380211241711606
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
9,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
10,1.3617278360175928
7,1.3617278360175928
8,1.3424226808222062
10,1.3424226808222062
9,1.3424226808222062
9,1.3424226808222062
10,1.3424226808222062
10,1.3424226808222062
10,1.3424226808222062
10,1.3424226808222062
10,1.3424226808222062
10,1.3424226808222062
10,1.3222192947339193
10,1.3222192947339193
10,1.3222192947339193
10,1.3222192947339193
10,1.3222192947339193
