epoch	loss	acc	auc_roc	val_loss	val_acc	val_auc_roc
1	0.6931582689285278	0.5	0.5065294504165649	0.6936767101287842	0.5	0.5545489192008972
2	0.6936756372451782	0.5	0.5290145874023438	0.693180501461029	0.5	0.5586811304092407
3	0.6931915283203125	0.5	0.5304367542266846	0.6932640075683594	0.5	0.5795655250549316
4	0.6932732462882996	0.5	0.5321007370948792	0.6931315660476685	0.5	0.5694066286087036
5	0.6931168437004089	0.5	0.5346218347549438	0.6931344866752625	0.5	0.5684994459152222
6	0.6931127309799194	0.5	0.5529454946517944	0.6931464076042175	0.5	0.5779601335525513
7	0.6931246519088745	0.5	0.5633388161659241	0.6931096315383911	0.5	0.5833914875984192
8	0.6930887699127197	0.5	0.5610503554344177	0.6931062936782837	0.5	0.5829422473907471
9	0.6930809020996094	0.5	0.5708823204040527	0.693105936050415	0.5	0.588931679725647
10	0.6930736303329468	0.5	0.5752474069595337	0.6930882930755615	0.5	0.5952130556106567
11	0.6930530667304993	0.5	0.5827137231826782	0.6930819153785706	0.5	0.5920479893684387
12	0.693031907081604	0.5346440076828003	0.5829308032989502	0.6930847764015198	0.5	0.5902022123336792
13	0.6930215358734131	0.5	0.5759227275848389	0.6930651068687439	0.5	0.5917561650276184
14	0.6929975152015686	0.5330853462219238	0.578822910785675	0.6930631995201111	0.49760764837265015	0.586670994758606
15	0.692981481552124	0.5003929138183594	0.582680344581604	0.6930584907531738	0.5	0.585137128829956
16	0.6929581165313721	0.5	0.591164231300354	0.6930446624755859	0.5586124658584595	0.5892350673675537
17	0.692927360534668	0.5568580627441406	0.5943160653114319	0.693037748336792	0.5	0.5915443897247314
18	0.6929001808166504	0.5343689322471619	0.5956944227218628	0.6930239200592041	0.5	0.5923227071762085
19	0.6928674578666687	0.5347095131874084	0.5972015857696533	0.6930131316184998	0.5681818127632141	0.5861644744873047
20	0.6928252577781677	0.5607088804244995	0.6014281511306763	0.6930087804794312	0.5203348994255066	0.5849568843841553
21	0.6927924156188965	0.5296667814254761	0.6027778387069702	0.6929909586906433	0.5633971095085144	0.5867081880569458
22	0.6927450299263	0.5602373480796814	0.6034197807312012	0.6929805874824524	0.5143540501594543	0.5855063199996948
23	0.6926915049552917	0.5606826543807983	0.603177547454834	0.69296795129776	0.5155502557754517	0.5830938816070557
24	0.6926315426826477	0.5674281120300293	0.6080657243728638	0.6929513812065125	0.5442583560943604	0.580773115158081
25	0.6925660967826843	0.5684759020805359	0.6096489429473877	0.6929280161857605	0.5645933151245117	0.5817461013793945
26	0.6924864053726196	0.5645203590393066	0.6102566719055176	0.6929042339324951	0.5550239086151123	0.5821437835693359
27	0.6923976540565491	0.5727720260620117	0.6116854548454285	0.6928783655166626	0.5454545617103577	0.5804583430290222
28	0.692292332649231	0.574225902557373	0.6142300367355347	0.6928491592407227	0.5526315569877625	0.5791105031967163
29	0.6921757459640503	0.5738067626953125	0.6147531867027283	0.6928150057792664	0.5454545617103577	0.5785152912139893
30	0.6920403838157654	0.5761250853538513	0.6163125038146973	0.6927760243415833	0.5490430593490601	0.5791019201278687
31	0.6918805241584778	0.5768585801124573	0.6172000169754028	0.6927323341369629	0.5562201142311096	0.5785524845123291
32	0.6916998028755188	0.5782338976860046	0.6188281178474426	0.692679226398468	0.5526315569877625	0.5783721804618835
33	0.6914938688278198	0.57701575756073	0.6183700561523438	0.692619800567627	0.5502392053604126	0.5763804316520691
34	0.6912412643432617	0.5787447094917297	0.6193838119506836	0.6925515532493591	0.5514354109764099	0.575587809085846
35	0.6909650564193726	0.5789280533790588	0.6195088624954224	0.692473292350769	0.5550239086151123	0.575441837310791
36	0.6906409859657288	0.5791507363319397	0.6197906136512756	0.6923829317092896	0.5538277626037598	0.5748723745346069
37	0.6902735829353333	0.5795567631721497	0.6202448606491089	0.6922884583473206	0.5538277626037598	0.5743772983551025
38	0.6898455023765564	0.5790459513664246	0.6199926733970642	0.6921767592430115	0.5550239086151123	0.5730637907981873
39	0.6893630623817444	0.5802902579307556	0.6210971474647522	0.6920926570892334	0.5167464017868042	0.5743000507354736
40	0.6888599991798401	0.5720123648643494	0.6200242042541504	0.6927158236503601	0.5	0.570800244808197
41	0.6892949938774109	0.5041651129722595	0.6215195655822754	0.6930276155471802	0.5	0.573578953742981
42	0.689223051071167	0.5345916152000427	0.6217718124389648	0.691900372505188	0.5083732008934021	0.571844756603241
43	0.6874977350234985	0.5694189667701721	0.6219445466995239	0.6924557089805603	0.5	0.5708717703819275
44	0.6879593133926392	0.5100591778755188	0.621150016784668	0.6915861964225769	0.519138753414154	0.5705283880233765
45	0.6862040758132935	0.5784172415733337	0.622451663017273	0.692192792892456	0.5	0.5724313259124756
46	0.6864612698554993	0.5492351055145264	0.6227971911430359	0.6912146210670471	0.5514354109764099	0.5717645883560181
47	0.6848254203796387	0.577709972858429	0.6226638555526733	0.6919319033622742	0.5011961460113525	0.571260929107666
48	0.6851797103881836	0.545475959777832	0.6225612163543701	0.6908712387084961	0.5550239086151123	0.5716902017593384
49	0.6832290291786194	0.5794650912284851	0.6231307983398438	0.6912891864776611	0.5059808492660522	0.5727118253707886
50	0.6832191348075867	0.5711740851402283	0.6236777901649475	0.6907340288162231	0.5215311050415039	0.5714269280433655
51	0.681715726852417	0.5818881988525391	0.6238313317298889	0.6908262372016907	0.5167464017868042	0.5718619227409363
52	0.6811388731002808	0.5779457092285156	0.6238771677017212	0.6904206275939941	0.5538277626037598	0.5728405714035034
53	0.6800605654716492	0.575326144695282	0.6236777305603027	0.6898937821388245	0.559808611869812	0.572228193283081
54	0.6786004304885864	0.5811023116111755	0.6238163709640503	0.690450131893158	0.5155502557754517	0.5726460218429565
55	0.6780661940574646	0.5804867148399353	0.6240227818489075	0.6899356245994568	0.5526315569877625	0.5738135576248169
56	0.6771294474601746	0.573636531829834	0.6229232549667358	0.6896416544914246	0.5311004519462585	0.5728977918624878
57	0.6753448247909546	0.5818881988525391	0.6240890622138977	0.6894060969352722	0.5287081599235535	0.5730637907981873
