epoch	loss	acc	auc_roc	val_loss	val_acc	val_auc_roc
1	0.6953188180923462	0.4985068440437317	0.49919864535331726	0.6947402358055115	0.5	0.5057485103607178
2	0.6939955949783325	0.49774715304374695	0.4979456067085266	0.6934747099876404	0.5034818649291992	0.49332621693611145
3	0.6928862929344177	0.5062608122825623	0.5114343762397766	0.6933380365371704	0.4958217144012451	0.4997846782207489
4	0.6916157603263855	0.5210352540016174	0.5309225916862488	0.693050742149353	0.5013927817344666	0.514923632144928
5	0.6870761513710022	0.5553649067878723	0.5839752554893494	0.6915268898010254	0.5188022255897522	0.5387527942657471
6	0.6702629923820496	0.6006575226783752	0.6492710113525391	0.6877168416976929	0.5229805111885071	0.5403832197189331
7	0.6484073996543884	0.6148425340652466	0.6669274568557739	0.6956073641777039	0.5194985866546631	0.5360419750213623
8	0.6325754523277283	0.6243385672569275	0.682120144367218	0.690010666847229	0.5243732333183289	0.5399380326271057
9	0.6207613348960876	0.63579922914505	0.6994212865829468	0.6911482810974121	0.5208913683891296	0.54200679063797
10	0.6102132201194763	0.6505998969078064	0.7145736217498779	0.6914829611778259	0.5320334434509277	0.5455604195594788
11	0.6001098155975342	0.6595326662063599	0.725074291229248	0.7079739570617676	0.523676872253418	0.5464003682136536
12	0.5911505818367004	0.667299747467041	0.7340512275695801	0.6959170699119568	0.5452646017074585	0.5548053979873657
13	0.5850111246109009	0.6687929034233093	0.7383642792701721	0.718623161315918	0.5222841501235962	0.5388410687446594
14	0.5795744061470032	0.6739010810852051	0.7435249090194702	0.7113407850265503	0.5362116694450378	0.5456525683403015
15	0.5748854875564575	0.6776340007781982	0.7476211786270142	0.7221789360046387	0.5383008122444153	0.546302318572998
16	0.5716267824172974	0.6785115599632263	0.7504163980484009	0.7281586527824402	0.5299443006515503	0.5412114858627319
17	0.5684555172920227	0.6811573505401611	0.7525841593742371	0.7431297302246094	0.515320360660553	0.5333175659179688
18	0.5671314001083374	0.6824802160263062	0.7531079649925232	0.7149300575256348	0.527158796787262	0.5460637807846069
19	0.562957763671875	0.6857154369354248	0.7587165832519531	0.730960488319397	0.5299443006515503	0.538853645324707
20	0.5610517263412476	0.685676097869873	0.7600752115249634	0.7457812428474426	0.511838436126709	0.5408167243003845
21	0.5592973828315735	0.6870775818824768	0.7620216012001038	0.7243059873580933	0.5313370227813721	0.5417380928993225
22	0.5575804710388184	0.6884921789169312	0.7636669874191284	0.7284069657325745	0.5215877294540405	0.5383822917938232
23	0.5553178191184998	0.6892780661582947	0.7664256691932678	0.7195608019828796	0.5403899550437927	0.5461093783378601
24	0.5533958077430725	0.6928406953811646	0.7680752277374268	0.7244913578033447	0.5334261655807495	0.5535969138145447
25	0.5519325733184814	0.6930895447731018	0.7696221470832825	0.7215856909751892	0.5362116694450378	0.5544300675392151
26	0.5505595207214355	0.692421555519104	0.7712609767913818	0.736164391040802	0.5222841501235962	0.5452160835266113
27	0.549656331539154	0.6939408779144287	0.7715812921524048	0.7276367545127869	0.5285515189170837	0.5464663505554199
28	0.5477054715156555	0.6958138942718506	0.774333119392395	0.7182020545005798	0.5445682406425476	0.5576598048210144
29	0.5479068160057068	0.6957746148109436	0.7730303406715393	0.7304352521896362	0.5348189473152161	0.5501644611358643
30	0.5448104739189148	0.6984465718269348	0.7770820260047913	0.714236855506897	0.5376044511795044	0.5600951313972473
31	0.5438908934593201	0.6987216472625732	0.7781361937522888	0.7398590445518494	0.5208913683891296	0.5478328466415405
32	0.5423790812492371	0.7004243731498718	0.7798032760620117	0.7282156348228455	0.5403899550437927	0.5523021221160889
33	0.542481541633606	0.6996123194694519	0.7784758806228638	0.7300989627838135	0.5250696539878845	0.5510267019271851
34	0.5400097966194153	0.7011447548866272	0.7817149758338928	0.7144309282302856	0.5396935939788818	0.5639727711677551
35	0.5386245250701904	0.702218770980835	0.783871054649353	0.7286739945411682	0.5362116694450378	0.5589671730995178
36	0.5381319522857666	0.7036071419715881	0.7842169404029846	0.7295857071876526	0.5320334434509277	0.5509781837463379
37	0.5372396111488342	0.7036464810371399	0.7846723198890686	0.7303969860076904	0.5313370227813721	0.5534000396728516
38	0.5363815426826477	0.7048121690750122	0.7856570482254028	0.7397812604904175	0.5299443006515503	0.5519258379936218
39	0.5346131920814514	0.7059385776519775	0.7882312536239624	0.7240238189697266	0.5313370227813721	0.5654324293136597
40	0.5335731506347656	0.7070257067680359	0.7893878817558289	0.7506658434867859	0.5369080901145935	0.5557520389556885
41	0.5327116847038269	0.707457959651947	0.7908626794815063	0.735296905040741	0.5417827367782593	0.5610417127609253
42	0.5312756896018982	0.7084140777587891	0.7923499345779419	0.7189971208572388	0.5403899550437927	0.563356876373291
43	0.530264139175415	0.7089511156082153	0.793100893497467	0.7271446585655212	0.538997232913971	0.5622444152832031
44	0.5291839838027954	0.7095012068748474	0.7942548990249634	0.7444377541542053	0.5285515189170837	0.5583784580230713
45	0.5285982489585876	0.7101561427116394	0.7947275042533875	0.73817378282547	0.5452646017074585	0.5630261301994324
46	0.5268834233283997	0.7123696804046631	0.7965656518936157	0.7350580096244812	0.5313370227813721	0.566054105758667
47	0.5254298448562622	0.7134305834770203	0.7984870672225952	0.7473355531692505	0.5278551578521729	0.5619107484817505
48	0.5252885222434998	0.7124351859092712	0.7979667782783508	0.7095094919204712	0.5557103157043457	0.5763155221939087
49	0.5240498185157776	0.713954508304596	0.7992734909057617	0.7274853587150574	0.543175458908081	0.5714147090911865
50	0.5231640934944153	0.7141509652137756	0.8001413345336914	0.7324733138084412	0.535515308380127	0.5735892057418823
51	0.5227035284042358	0.7155131697654724	0.80125892162323	0.7358458042144775	0.5473537445068359	0.5690869092941284
52	0.5204454064369202	0.7174385786056519	0.8033726811408997	0.7313138246536255	0.5438718795776367	0.5809797048568726
53	0.5197696089744568	0.7173206806182861	0.8036757111549377	0.7433927059173584	0.5550139546394348	0.5732468366622925
54	0.5181422233581543	0.7190102934837341	0.8056501150131226	0.7201187610626221	0.5577994585037231	0.5746657848358154
55	0.5179562568664551	0.7190757989883423	0.8055524230003357	0.7638338804244995	0.5348189473152161	0.5633588433265686
56	0.5182071328163147	0.7198616862297058	0.805221676826477	0.7237680554389954	0.5640668272972107	0.5741342902183533
57	0.5155808925628662	0.7224681973457336	0.8083564043045044	0.7385690808296204	0.5445682406425476	0.5730479955673218
58	0.5155539512634277	0.7214072346687317	0.8084377646446228	0.7199002504348755	0.5675487518310547	0.5824015736579895
59	0.5144696831703186	0.7228872776031494	0.8094706535339355	0.7571954131126404	0.546657383441925	0.5662772059440613
60	0.5132691860198975	0.7241185307502747	0.8108203411102295	0.7632015347480774	0.5306406617164612	0.5659900903701782
61	0.5135759711265564	0.7232933640480042	0.8103957176208496	0.7323769927024841	0.5564066767692566	0.5765435099601746
62	0.5115102529525757	0.7257819175720215	0.8120287656784058	0.7376000285148621	0.5515320301055908	0.5792174339294434
63	0.51056969165802	0.7263582348823547	0.8136346340179443	0.7548460960388184	0.5543175339698792	0.5722497701644897
64	0.5100772380828857	0.7261224985122681	0.8134913444519043	0.7373493313789368	0.558495819568634	0.5781700015068054
65	0.5088230967521667	0.726489245891571	0.8148869276046753	0.7478166818618774	0.546657383441925	0.5748112797737122
66	0.5084735155105591	0.7263713479042053	0.8147496581077576	0.753076434135437	0.5564066767692566	0.5771458148956299
67	0.5074917078018188	0.728506326675415	0.8160868883132935	0.726505696773529	0.5550139546394348	0.5846129059791565
68	0.5070629715919495	0.7280347943305969	0.8162137866020203	0.7371090650558472	0.5605849623680115	0.5813104510307312
69	0.5062829852104187	0.7282967567443848	0.8172197937965393	0.7678589820861816	0.5480501651763916	0.5694962739944458
70	0.504870593547821	0.7302876114845276	0.8188044428825378	0.7269030213356018	0.561977744102478	0.5820359587669373
71	0.504122793674469	0.7303793430328369	0.8192929625511169	0.7547270655632019	0.5522283911705017	0.5759683847427368
