epoch	loss	acc	auc_roc	val_loss	val_acc	val_auc_roc
1	0.6958445310592651	0.5000655055046082	0.5023564100265503	0.6934404373168945	0.49679067730903625	0.49233391880989075
2	0.6933891773223877	0.5015718936920166	0.5031702518463135	0.6938349008560181	0.500327467918396	0.49136868119239807
3	0.6930519342422485	0.5086946487426758	0.5099067687988281	0.6931286454200745	0.4986245632171631	0.5035415291786194
4	0.692302405834198	0.5124115943908691	0.521182119846344	0.6924552321434021	0.5020958781242371	0.5217627882957458
5	0.6911556124687195	0.5209425091743469	0.5338351726531982	0.6900429725646973	0.5423762202262878	0.558907151222229
6	0.6865601539611816	0.562336266040802	0.5913492441177368	0.6838710904121399	0.579250693321228	0.6270383596420288
7	0.6747716069221497	0.5958049297332764	0.642635703086853	0.66697096824646	0.5878962278366089	0.6539593935012817
8	0.6558079123497009	0.6132106184959412	0.6655799150466919	0.6487290263175964	0.6168456673622131	0.6633375287055969
9	0.6393829584121704	0.6211521029472351	0.6779391765594482	0.6375329494476318	0.6169766783714294	0.6693068146705627
10	0.6273764967918396	0.6315005421638489	0.6911953091621399	0.6288831233978271	0.6219544410705566	0.683208167552948
11	0.6184836626052856	0.640489935874939	0.7037862539291382	0.6210794448852539	0.6356431841850281	0.696665346622467
12	0.6096387505531311	0.6517553329467773	0.7165636420249939	0.6119295954704285	0.6457296013832092	0.7089581489562988
13	0.6008151173591614	0.6611704230308533	0.7279139161109924	0.6059468388557434	0.6439612507820129	0.7182546854019165
14	0.5941858887672424	0.6648709774017334	0.7330698370933533	0.6058621406555176	0.6385250091552734	0.7195937633514404
15	0.5882368683815002	0.6698814630508423	0.7375305891036987	0.5962268114089966	0.6559470891952515	0.7228078246116638
16	0.5837177634239197	0.6729270219802856	0.7421426177024841	0.5924429297447205	0.66413414478302	0.7261834144592285
17	0.5790365934371948	0.6774299144744873	0.7463520169258118	0.589133083820343	0.6625622510910034	0.726956307888031
18	0.5758169293403625	0.6780194044113159	0.7482786178588867	0.5894619822502136	0.6534582376480103	0.7275552749633789
19	0.5712673664093018	0.6817854046821594	0.7538352608680725	0.5856389999389648	0.6655750870704651	0.7290858626365662
20	0.569945216178894	0.6819983124732971	0.7536938786506653	0.584206759929657	0.6657060384750366	0.7311099171638489
21	0.5668195486068726	0.6829643845558167	0.7569605708122253	0.5843362808227539	0.6607283353805542	0.7306826710700989
22	0.5638217329978943	0.6849620342254639	0.760324239730835	0.5853427648544312	0.6651820540428162	0.7321790456771851
23	0.5617308616638184	0.6877783536911011	0.7627661228179932	0.5822712779045105	0.6654440760612488	0.7333270311355591
24	0.5599262118339539	0.6901198625564575	0.7640264630317688	0.580191969871521	0.6654440760612488	0.7331423759460449
