epoch	loss	acc	auc_roc	val_loss	val_acc	val_auc_roc
1	0.6953188180923462	0.4985068440437317	0.49919864535331726	0.6948440670967102	0.5	0.5076205730438232
2	0.6939955949783325	0.49774715304374695	0.4979456067085266	0.6930721402168274	0.5095694065093994	0.5072342753410339
3	0.6928862929344177	0.5062608122825623	0.5114343762397766	0.6924906969070435	0.49760764837265015	0.5219517946243286
4	0.6916157603263855	0.5210352540016174	0.5309225916862488	0.6925951838493347	0.5083732008934021	0.5213136076927185
5	0.6870761513710022	0.5553649067878723	0.5839752554893494	0.6928983330726624	0.5239234566688538	0.5316871404647827
6	0.6702629923820496	0.6006575226783752	0.6492710113525391	0.6931061148643494	0.5095694065093994	0.5245587825775146
7	0.6484073996543884	0.6148425340652466	0.6669274568557739	0.7064573764801025	0.5143540501594543	0.5183203220367432
8	0.6325754523277283	0.6243385672569275	0.682120144367218	0.7031311392784119	0.4988038241863251	0.5126857161521912
9	0.6207613348960876	0.63579922914505	0.6994212865829468	0.707365095615387	0.5	0.5157533884048462
10	0.6102132201194763	0.6505998969078064	0.7145736217498779	0.7094501852989197	0.5155502557754517	0.5154958963394165
11	0.6001098155975342	0.6595326662063599	0.725074291229248	0.732506513595581	0.4928229749202728	0.5128488540649414
12	0.5911505818367004	0.667299747467041	0.7340512275695801	0.7187941074371338	0.519138753414154	0.5170840620994568
13	0.5850111246109009	0.6687929034233093	0.7383642792701721	0.7497999668121338	0.5023923516273499	0.5065045356750488
14	0.5795744061470032	0.6739010810852051	0.7435249090194702	0.7433776259422302	0.4988038241863251	0.5067334771156311
15	0.5748854875564575	0.6776340007781982	0.7476211786270142	0.758146345615387	0.5083732008934021	0.5054342746734619
16	0.5716267824172974	0.6785115599632263	0.7504163980484009	0.7642835378646851	0.5095694065093994	0.5058778524398804
17	0.5684555172920227	0.6811573505401611	0.7525841593742371	0.7859442830085754	0.4868420958518982	0.5041980743408203
18	0.5671314001083374	0.6824802160263062	0.7531079649925232	0.7489527463912964	0.5047847032546997	0.513927698135376
19	0.562957763671875	0.6857154369354248	0.7587165832519531	0.7696864008903503	0.5071770548820496	0.5113950967788696
20	0.5610517263412476	0.685676097869873	0.7600752115249634	0.792943000793457	0.5071770548820496	0.5127830505371094
21	0.5592973828315735	0.6870775818824768	0.7620216012001038	0.7629179954528809	0.519138753414154	0.5131664872169495
22	0.5575804710388184	0.6884921789169312	0.7636669874191284	0.7715392708778381	0.4964114725589752	0.5035484433174133
23	0.5553178191184998	0.6892780661582947	0.7664256691932678	0.7606863379478455	0.5035884976387024	0.5175533890724182
24	0.5533958077430725	0.6928406953811646	0.7680752277374268	0.7711854577064514	0.5083732008934021	0.5156532526016235
25	0.5519325733184814	0.6930895447731018	0.7696221470832825	0.7668029069900513	0.5011961460113525	0.5174160003662109
26	0.5505595207214355	0.692421555519104	0.7712609767913818	0.7787663340568542	0.5035884976387024	0.5150580406188965
27	0.549656331539154	0.6939408779144287	0.7715812921524048	0.7662973999977112	0.5023923516273499	0.5104765295982361
28	0.5477054715156555	0.6958138942718506	0.774333119392395	0.767266035079956	0.5011961460113525	0.511269211769104
29	0.5479068160057068	0.6957746148109436	0.7730303406715393	0.7799630761146545	0.4952152967453003	0.5129776000976562
30	0.5448104739189148	0.6984465718269348	0.7770820260047913	0.7554197311401367	0.5119616985321045	0.5178081393241882
31	0.5438908934593201	0.6987216472625732	0.7781361937522888	0.7903335690498352	0.5011961460113525	0.5092746019363403
32	0.5423790812492371	0.7004243731498718	0.7798032760620117	0.773155689239502	0.510765552520752	0.512262225151062
33	0.542481541633606	0.6996123194694519	0.7784758806228638	0.7761116027832031	0.4928229749202728	0.5180770754814148
34	0.5400097966194153	0.7011447548866272	0.7817149758338928	0.7563669085502625	0.510765552520752	0.5254257917404175
35	0.5386245250701904	0.702218770980835	0.783871054649353	0.775294840335846	0.4988038241863251	0.5150580406188965
36	0.5381319522857666	0.7036071419715881	0.7842169404029846	0.7733274698257446	0.4928229749202728	0.5138446688652039
37	0.5372396111488342	0.7036464810371399	0.7846723198890686	0.7728089094161987	0.5095694065093994	0.5139992237091064
38	0.5363815426826477	0.7048121690750122	0.7856570482254028	0.7853479981422424	0.4928229749202728	0.5169724822044373
39	0.5346131920814514	0.7059385776519775	0.7882312536239624	0.7696800231933594	0.49760764837265015	0.5166319608688354
40	0.5335731506347656	0.7070257067680359	0.7893878817558289	0.8069087862968445	0.4952152967453003	0.5145429372787476
41	0.5327116847038269	0.707457959651947	0.7908626794815063	0.786570131778717	0.5035884976387024	0.5161683559417725
42	0.5312756896018982	0.7084140777587891	0.7923499345779419	0.7607709765434265	0.5059808492660522	0.5202834010124207
43	0.530264139175415	0.7089511156082153	0.793100893497467	0.7713521718978882	0.5179426074028015	0.5241895914077759
44	0.5291839838027954	0.7095012068748474	0.7942548990249634	0.7961397171020508	0.5047847032546997	0.5173130035400391
